3,298
3,313
4,310
4,298
4,454
3,320
4,324
4,353
4,475
4,302
4,460
3,322
4,292
3,297
4,324
4,440
4,300
4,333
4,341
3,299
3,310
4,340
3,290
4,354
3,295
4,345
3,324
3,383
3,302
3,291
3,358
3,386
4,360
4,331
3,341
4,341
4,357
4,299
3,303
3,294
