3,319
4,399
3,336
3,322
3,323
3,360
4,315
3,348
4,415
4,318
3,380
4,369
4,321
4,372
4,306
4,544
3,301
4,387
4,352
3,308
4,435
4,302
4,326
3,301
3,325
3,318
3,367
3,307
