,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
726,601988.SH,20210104,3.18,3.18,3.16,3.17,3.18,-0.01,-0.3145,1212503.17,384259.279
725,601988.SH,20210105,3.16,3.18,3.15,3.17,3.17,0,0,1304294.77,413013.708
724,601988.SH,20210106,3.17,3.18,3.16,3.18,3.17,0.01,0.3155,849769.26,269761.216
723,601988.SH,20210107,3.18,3.19,3.17,3.19,3.18,0.01,0.3145,1135728.06,360984.17
722,601988.SH,20210108,3.19,3.19,3.17,3.19,3.19,0,0,1132792.86,360937.78
721,601988.SH,20210111,3.18,3.2,3.17,3.17,3.19,-0.02,-0.627,1153620.23,367452.684
720,601988.SH,20210112,3.17,3.18,3.16,3.18,3.17,0.01,0.3155,980667.74,311086.167
719,601988.SH,20210113,3.18,3.21,3.17,3.2,3.18,0.02,0.6289,1745961.59,557079.502
718,601988.SH,20210114,3.2,3.24,3.19,3.21,3.2,0.01,0.3125,1807851.01,580657.155
717,601988.SH,20210115,3.21,3.26,3.2,3.23,3.21,0.02,0.6231,2752614.9,891694.1
716,601988.SH,20210118,3.22,3.23,3.19,3.2,3.23,-0.03,-0.9288,1674359,536433.188
715,601988.SH,20210119,3.21,3.23,3.19,3.22,3.2,0.02,0.625,1415137.25,454056.854
714,601988.SH,20210120,3.21,3.23,3.19,3.2,3.22,-0.02,-0.6211,1108636.65,355260.112
713,601988.SH,20210121,3.2,3.21,3.19,3.19,3.2,-0.01,-0.3125,729923.53,233232.869
712,601988.SH,20210122,3.19,3.2,3.17,3.17,3.19,-0.02,-0.627,1086059.77,345027.51
711,601988.SH,20210125,3.17,3.18,3.16,3.17,3.17,0,0,974125.77,308536.956
710,601988.SH,20210126,3.17,3.18,3.16,3.17,3.17,0,0,765912.29,242831.992
709,601988.SH,20210127,3.17,3.2,3.16,3.17,3.17,0,0,1019234.4,324555.194
708,601988.SH,20210128,3.17,3.18,3.16,3.17,3.17,0,0,735044.03,232613.518
707,601988.SH,20210129,3.16,3.19,3.16,3.17,3.17,0,0,1120048.47,355524.176
706,601988.SH,20210201,3.17,3.19,3.16,3.18,3.17,0.01,0.3155,1053254.33,334865.476
705,601988.SH,20210202,3.18,3.2,3.17,3.18,3.18,0,0,1105890,351979.498
704,601988.SH,20210203,3.18,3.18,3.17,3.17,3.18,-0.01,-0.3145,744233.44,236340.139
703,601988.SH,20210204,3.17,3.19,3.16,3.18,3.17,0.01,0.3155,1049399.95,333155.391
702,601988.SH,20210205,3.17,3.22,3.17,3.22,3.18,0.04,1.2579,2090050.72,668933.315
701,601988.SH,20210208,3.2,3.21,3.18,3.19,3.22,-0.03,-0.9317,1591045.9,507945.964
700,601988.SH,20210209,3.18,3.19,3.17,3.18,3.19,-0.01,-0.3135,1337951.57,425832.586
699,601988.SH,20210210,3.19,3.22,3.18,3.2,3.18,0.02,0.6289,1472164.72,471351.499
698,601988.SH,20210218,3.22,3.23,3.2,3.21,3.2,0.01,0.3125,1905239.81,613012.7
697,601988.SH,20210219,3.21,3.23,3.2,3.23,3.21,0.02,0.6231,1312440.56,422667.386
696,601988.SH,20210222,3.23,3.26,3.22,3.25,3.23,0.02,0.6192,2254206.38,730386.918
