,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
726,600016.SH,20210104,5.21,5.22,5.16,5.2,5.2,0,0,862805.14,447772.745
725,600016.SH,20210105,5.19,5.2,5.15,5.17,5.2,-0.03,-0.5769,830850.49,429517.246
724,600016.SH,20210106,5.16,5.21,5.16,5.19,5.17,0.02,0.3868,701550.01,363751.381
723,600016.SH,20210107,5.21,5.22,5.15,5.2,5.19,0.01,0.1927,891786.02,462143.814
722,600016.SH,20210108,5.2,5.24,5.18,5.21,5.2,0.01,0.1923,988866.97,514856.903
721,600016.SH,20210111,5.21,5.23,5.15,5.15,5.21,-0.06,-1.1516,1147805.25,595381.323
720,600016.SH,20210112,5.16,5.19,5.13,5.19,5.15,0.04,0.7767,892834.25,459710.152
719,600016.SH,20210113,5.19,5.2,5.15,5.19,5.19,0,0,952482.33,492817.304
718,600016.SH,20210114,5.18,5.23,5.16,5.19,5.19,0,0,1018941.35,529530.411
717,600016.SH,20210115,5.21,5.35,5.21,5.24,5.19,0.05,0.9634,2045438.79,1079987.532
716,600016.SH,20210118,5.24,5.27,5.21,5.23,5.24,-0.01,-0.1908,1202765.8,630138.849
715,600016.SH,20210119,5.25,5.29,5.21,5.27,5.23,0.04,0.7648,1156389.78,607674.874
714,600016.SH,20210120,5.26,5.29,5.21,5.22,5.27,-0.05,-0.9488,1019892.24,534602.515
713,600016.SH,20210121,5.22,5.25,5.2,5.21,5.22,-0.01,-0.1916,815551.15,425924.285
712,600016.SH,20210122,5.21,5.22,5.14,5.14,5.21,-0.07,-1.3436,1124191.96,580562.905
711,600016.SH,20210125,5.15,5.15,5.12,5.13,5.14,-0.01,-0.1946,846189.92,434225.829
710,600016.SH,20210126,5.13,5.17,5.12,5.13,5.13,0,0,744597.32,383015.772
709,600016.SH,20210127,5.15,5.19,5.13,5.14,5.13,0.01,0.1949,784751.12,404660.884
708,600016.SH,20210128,5.13,5.14,5.08,5.12,5.14,-0.02,-0.3891,1163303.19,593851.384
707,600016.SH,20210129,5.12,5.14,5.09,5.11,5.12,-0.01,-0.1953,785033.73,401163.424
706,600016.SH,20210201,5.11,5.16,5.08,5.14,5.11,0.03,0.5871,988192.43,505370.705
705,600016.SH,20210202,5.14,5.16,5.09,5.1,5.14,-0.04,-0.7782,807892.59,413579.432
704,600016.SH,20210203,5.1,5.12,5.07,5.09,5.1,-0.01,-0.1961,786837.7,400730.36
703,600016.SH,20210204,5.08,5.12,5.06,5.08,5.09,-0.01,-0.1965,892669.25,453464.111
702,600016.SH,20210205,5.08,5.19,5.06,5.17,5.08,0.09,1.7717,1870583.4,962392.229
701,600016.SH,20210208,5.18,5.19,5.14,5.16,5.17,-0.01,-0.1934,1097077.23,566817.758
700,600016.SH,20210209,5.16,5.16,5.11,5.14,5.16,-0.02,-0.3876,749500.33,384576.441
699,600016.SH,20210210,5.13,5.2,5.13,5.16,5.14,0.02,0.3891,972117.93,502022.014
698,600016.SH,20210218,5.21,5.28,5.21,5.23,5.16,0.07,1.3566,1678241.71,879123.111
697,600016.SH,20210219,5.23,5.29,5.21,5.25,5.23,0.02,0.3824,1370979.05,720900.8
696,600016.SH,20210222,5.25,5.32,5.23,5.25,5.25,0,0,2298924.42,1212051.634
695,600016.SH,20210223,5.25,5.3,5.23,5.23,5.25,-0.02,-0.381,1211653.42,637689.704
694,600016.SH,20210224,5.25,5.27,5.18,5.19,5.23,-0.04,-0.7648,1309731.7,684327.713
693,600016.SH,20210225,5.21,5.27,5.2,5.25,5.19,0.06,1.1561,1382260.63,723612.834
692,600016.SH,20210226,5.22,5.26,5.18,5.18,5.25,-0.07,-1.3333,1390489.78,725174.537
691,600016.SH,20210301,5.2,5.21,5.17,5.17,5.18,-0.01,-0.1931,712441.95,369126.102
690,600016.SH,20210302,5.18,5.19,5.13,5.14,5.17,-0.03,-0.5803,834273.55,430508.067
