,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
726,601857.SH,20210104,4.15,4.2,4.14,4.19,4.15,0.04,0.9639,969071.13,403962.846
725,601857.SH,20210105,4.17,4.18,4.13,4.18,4.19,-0.01,-0.2387,818516.11,340130.522
724,601857.SH,20210106,4.2,4.26,4.2,4.25,4.18,0.07,1.6746,1386651.56,587466.028
723,601857.SH,20210107,4.25,4.25,4.19,4.25,4.25,0,0,1130851.33,478465.595
722,601857.SH,20210108,4.25,4.3,4.24,4.29,4.25,0.04,0.9412,1524212.9,653176.211
721,601857.SH,20210111,4.29,4.3,4.21,4.22,4.29,-0.07,-1.6317,1196414.1,508870.834
720,601857.SH,20210112,4.21,4.31,4.2,4.31,4.22,0.09,2.1327,1438887.97,613851.83
719,601857.SH,20210113,4.31,4.4,4.29,4.36,4.31,0.05,1.1601,1852909.46,805044.706
718,601857.SH,20210114,4.33,4.39,4.31,4.33,4.36,-0.03,-0.6881,1285606.07,558369.784
717,601857.SH,20210115,4.35,4.37,4.27,4.28,4.33,-0.05,-1.1547,1467945.03,632946.484
716,601857.SH,20210118,4.25,4.28,4.24,4.25,4.28,-0.03,-0.7009,907183.52,386260.371
715,601857.SH,20210119,4.25,4.29,4.24,4.26,4.25,0.01,0.2353,748038.43,318870.331
714,601857.SH,20210120,4.27,4.31,4.23,4.27,4.26,0.01,0.2347,810316.37,345732.679
713,601857.SH,20210121,4.25,4.28,4.24,4.25,4.27,-0.02,-0.4684,717675.21,305833.117
712,601857.SH,20210122,4.25,4.26,4.18,4.18,4.25,-0.07,-1.6471,985882.45,414158.609
711,601857.SH,20210125,4.18,4.18,4.13,4.15,4.18,-0.03,-0.7177,793406.97,329259.583
710,601857.SH,20210126,4.14,4.18,4.13,4.16,4.15,0.01,0.241,605118.83,251736.167
709,601857.SH,20210127,4.16,4.18,4.14,4.15,4.16,-0.01,-0.2404,720895.55,299821.189
708,601857.SH,20210128,4.14,4.15,4.11,4.13,4.15,-0.02,-0.4819,808104.65,333092.692
707,601857.SH,20210129,4.13,4.13,4.08,4.09,4.13,-0.04,-0.9685,857501.55,351731.403
706,601857.SH,20210201,4.09,4.1,4.06,4.08,4.09,-0.01,-0.2445,779918.11,317569.361
705,601857.SH,20210202,4.09,4.12,4.08,4.09,4.08,0.01,0.2451,636643.26,260867.507
704,601857.SH,20210203,4.11,4.12,4.08,4.09,4.09,0,0,541299.61,221481.936
703,601857.SH,20210204,4.11,4.11,4.05,4.09,4.09,0,0,813472.4,331741.542
702,601857.SH,20210205,4.1,4.11,4.07,4.09,4.09,0,0,604962.14,247240.992
701,601857.SH,20210208,4.1,4.12,4.08,4.12,4.09,0.03,0.7335,700484.15,287662.928
700,601857.SH,20210209,4.12,4.19,4.11,4.17,4.12,0.05,1.2136,1001747.73,416136.227
699,601857.SH,20210210,4.16,4.22,4.15,4.2,4.17,0.03,0.7194,890650.07,373293.793
698,601857.SH,20210218,4.43,4.48,4.35,4.38,4.2,0.18,4.2857,4537013.63,2006809.609
697,601857.SH,20210219,4.34,4.36,4.29,4.32,4.38,-0.06,-1.3699,2094405.42,905330.109
696,601857.SH,20210222,4.34,4.53,4.33,4.45,4.32,0.13,3.0093,3600958.77,1599993.291
695,601857.SH,20210223,4.51,4.54,4.45,4.48,4.45,0.03,0.6742,2623272.77,1178545.178
694,601857.SH,20210224,4.48,4.48,4.3,4.36,4.48,-0.12,-2.6786,2211931.4,972012.394
693,601857.SH,20210225,4.43,4.5,4.41,4.43,4.36,0.07,1.6055,1903641.82,845552.669
692,601857.SH,20210226,4.37,4.41,4.35,4.36,4.43,-0.07,-1.5801,1298608.43,568304.97
691,601857.SH,20210301,4.39,4.4,4.33,4.37,4.36,0.01,0.2294,1125001.73,490738.68
690,601857.SH,20210302,4.34,4.35,4.26,4.27,4.37,-0.1,-2.2883,1581204.8,679085.001
689,601857.SH,20210303,4.28,4.33,4.26,4.31,4.27,0.04,0.9368,1037069.25,445787.367
688,601857.SH,20210304,4.32,4.37,4.31,4.33,4.31,0.02,0.464,1207978.48,523389.175
687,601857.SH,20210305,4.39,4.43,4.34,4.42,4.33,0.09,2.0785,2121770.99,932162.55
686,601857.SH,20210308,4.53,4.58,4.49,4.51,4.42,0.09,2.0362,3174768.44,1442799.23
685,601857.SH,20210309,4.48,4.52,4.41,4.47,4.51,-0.04,-0.8869,1981756.68,884804.704
684,601857.SH,20210310,4.46,4.47,4.39,4.39,4.47,-0.08,-1.7897,1169710.16,518078.26
683,601857.SH,20210311,4.42,4.45,4.39,4.44,4.39,0.05,1.139,1066022,471419.674
682,601857.SH,20210312,4.46,4.48,4.41,4.45,4.44,0.01,0.2252,1081476.74,480526.34
681,601857.SH,20210315,4.43,4.52,4.43,4.51,4.45,0.06,1.3483,1434318.47,644391.276
680,601857.SH,20210316,4.49,4.5,4.44,4.47,4.51,-0.04,-0.8869,929659.05,414855.664
679,601857.SH,20210317,4.45,4.45,4.39,4.44,4.47,-0.03,-0.6711,928780.01,410329.613
678,601857.SH,20210318,4.43,4.44,4.41,4.41,4.44,-0.03,-0.6757,776133.8,343180.296
677,601857.SH,20210319,4.32,4.36,4.3,4.32,4.41,-0.09,-2.0408,1461098.01,632201.307
676,601857.SH,20210322,4.31,4.36,4.3,4.36,4.32,0.04,0.9259,751875.88,325738.439
675,601857.SH,20210323,4.35,4.35,4.31,4.32,4.36,-0.04,-0.9174,637297.53,275666.312
674,601857.SH,20210324,4.29,4.3,4.26,4.27,4.32,-0.05,-1.1574,880911.42,376815.452
673,601857.SH,20210325,4.3,4.32,4.28,4.28,4.27,0.01,0.2342,653113.51,280798.104
672,601857.SH,20210326,4.29,4.31,4.27,4.29,4.28,0.01,0.2336,591739.93,253819.52
671,601857.SH,20210329,4.31,4.34,4.29,4.3,4.29,0.01,0.2331,855421.17,368839.588
670,601857.SH,20210330,4.31,4.32,4.29,4.3,4.3,0,0,690642.87,296944.196
669,601857.SH,20210331,4.29,4.31,4.27,4.3,4.3,0,0,731929.43,313973.043
668,601857.SH,20210401,4.3,4.3,4.27,4.28,4.3,-0.02,-0.4651,602537.8,257730.962
667,601857.SH,20210402,4.3,4.3,4.27,4.28,4.28,0,0,655116.75,280812.103
666,601857.SH,20210406,4.27,4.28,4.24,4.25,4.28,-0.03,-0.7009,636932.32,270872.565
665,601857.SH,20210407,4.24,4.28,4.24,4.27,4.25,0.02,0.4706,692009.85,294963.3
664,601857.SH,20210408,4.26,4.28,4.25,4.26,4.27,-0.01,-0.2342,614595.54,261998.72
663,601857.SH,20210409,4.25,4.29,4.25,4.27,4.26,0.01,0.2347,709024.34,302752.478
662,601857.SH,20210412,4.27,4.3,4.26,4.28,4.27,0.01,0.2342,713422.16,305391.371
661,601857.SH,20210413,4.28,4.29,4.23,4.25,4.28,-0.03,-0.7009,727180.16,309045.958
660,601857.SH,20210414,4.25,4.26,4.23,4.25,4.25,0,0,473144.17,200902.28
