Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,220.250000,220.250000,214.240005,217.759995,213.113297,10318300
2021-01-05,216.309998,218.460007,213.639999,214.509995,209.932617,6869700
2021-01-06,213.800003,216.169998,212.070007,212.619995,208.082993,7206200
2021-01-07,212.199997,215.220001,212.199997,213.809998,209.247589,10967900
2021-01-08,214.169998,216.119995,212.750000,215.449997,210.852570,6513000
2021-01-11,213.960007,214.860001,212.479996,212.889999,208.347198,7353100
2021-01-12,212.339996,212.789993,207.470001,208.860001,204.403198,9331600
2021-01-13,209.410004,211.000000,208.630005,209.350006,204.882736,6688500
2021-01-14,210.570007,211.210007,201.729996,201.860001,197.552567,12887500
2021-01-15,201.539993,203.259995,200.429993,201.589996,197.288345,8755000
2021-01-19,203.050003,204.169998,200.070007,201.660004,197.356842,9772000
2021-01-20,203.029999,207.190002,202.229996,206.009995,201.614029,12675700
2021-01-21,206.050003,207.169998,204.750000,205.139999,200.762604,6513500
2021-01-22,203.990005,205.330002,201.800003,202.020004,197.709167,7316200
2021-01-25,200.339996,201.639999,195.750000,200.979996,196.691330,19282400
2021-01-26,201.759995,203.490005,200.970001,202.009995,197.699356,9605300
2021-01-27,197.639999,199.699997,193.960007,194.970001,190.809601,13772400
2021-01-28,200.000000,202.000000,198.169998,198.220001,193.990250,11041300
2021-01-29,197.820007,203.050003,192.809998,193.250000,189.126297,21503000
2021-02-01,195.139999,199.210007,195.020004,198.360001,194.127228,12970700
2021-02-02,200.850006,204.350006,200.000000,202.610001,198.286545,11305100
2021-02-03,203.070007,203.509995,200.979996,201.360001,197.063278,13458600
2021-02-04,203.240005,209.679993,203.100006,209.250000,204.784882,14534800
2021-02-05,209.979996,210.130005,208.660004,208.770004,204.315125,10284000
2021-02-08,210.000000,210.649994,205.910004,206.889999,202.475235,8637100
2021-02-09,205.759995,207.630005,203.699997,206.520004,202.113144,7619400
2021-02-10,207.970001,207.970001,205.940002,206.440002,202.034836,8467600
2021-02-11,207.330002,211.589996,207.190002,210.660004,206.484848,8411100
2021-02-12,209.360001,211.130005,207.679993,209.960007,205.798752,6911000
2021-02-16,210.660004,211.050003,207.350006,207.899994,203.779541,9652700
2021-02-17,205.259995,208.279999,205.059998,207.509995,203.397278,8373200
2021-02-18,205.880005,209.699997,204.960007,209.350006,205.200836,7328600
2021-02-19,209.339996,209.529999,203.759995,204.729996,200.672409,15011500
2021-02-22,203.550003,210.649994,203.110001,208.320007,204.191254,8337700
2021-02-23,207.399994,213.910004,206.550003,212.110001,207.906143,10571700
2021-02-24,212.360001,220.529999,211.289993,219.429993,215.081024,12039000
2021-02-25,219.289993,220.449997,212.580002,213.750000,209.513596,11404300
2021-02-26,214.050003,215.210007,210.740005,212.389999,208.180588,11730000
2021-03-01,214.970001,217.800003,214.789993,216.630005,212.336533,6982000
2021-03-02,216.960007,217.929993,214.820007,215.770004,211.493576,6155200
2021-03-03,215.149994,217.190002,212.860001,214.850006,210.591843,6484600
2021-03-04,215.970001,217.020004,208.669998,211.500000,207.308212,10658900
2021-03-05,213.729996,216.100006,209.630005,215.410004,211.140732,7582000
2021-03-08,216.979996,226.130005,215.809998,220.270004,215.904388,14750400
2021-03-09,222.059998,225.000000,220.190002,220.360001,215.992630,9228600
2021-03-10,220.720001,224.190002,219.399994,223.169998,218.746933,7822900
2021-03-11,224.529999,228.229996,223.809998,226.149994,221.667862,10053400
