0.11377,0.19033,0.13682,0.14416,0.16278,0.047795
0.24203,0.30224,0.23413,0.25194,0.26266,0.84213
0.40578,0.40329,0.36449,0.3634,0.36502,0.77801
0.49664,0.46712,0.46157,0.45006,0.44364,0.23017
0.53917,0.52242,0.53181,0.51937,0.50594,0.21321
0.5802,0.57548,0.59495,0.57647,0.55742,0.5334
0.60514,0.60327,0.63326,0.60159,0.58058,0.59073
0.58719,0.58702,0.62748,0.60454,0.58593,0.40506
0.5536,0.55264,0.59412,0.58352,0.57317,0.3971
0.52068,0.52334,0.57128,0.55775,0.55907,0.47187
0.49865,0.49605,0.54325,0.5305,0.53845,0.47516
0.48788,0.47401,0.51573,0.49963,0.50862,0.39179
0.47108,0.44537,0.47719,0.44633,0.4541,0.42512
0.43388,0.40108,0.41635,0.36239,0.36934,0.50158
0.36539,0.34699,0.33647,0.27605,0.28273,0.43621
0.2891,0.30528,0.24954,0.20719,0.21395,0.46595
0.24627,0.31021,0.21685,0.20665,0.21135,0.47578
0.26126,0.34328,0.23761,0.25734,0.25861,0.39717
0.32221,0.39325,0.30981,0.36039,0.35649,0.38691
0.4046,0.46577,0.41795,0.48585,0.47635,0.58828
0.49551,0.51791,0.52287,0.56357,0.55147,0.50408
0.56158,0.55657,0.59309,0.60006,0.58748,0.32643
0.59964,0.58662,0.62841,0.6137,0.60132,0.38247
0.61708,0.5942,0.63775,0.60175,0.59027,0.51901
0.60172,0.55735,0.59883,0.54054,0.53217,0.52189
0.53871,0.47458,0.51858,0.44449,0.44104,0.42344
0.43748,0.36454,0.41473,0.33694,0.33924,0.34022
0.33084,0.27185,0.3246,0.24425,0.25191,0.46654
0.24567,0.2207,0.2553,0.19477,0.20591,0.6009
0.19325,0.1949,0.20973,0.18617,0.19885,0.36813
0.1884,0.24901,0.21747,0.25444,0.2643,0.30179
0.2722,0.41033,0.31589,0.43285,0.43344,0.5663
0.45162,0.60455,0.48239,0.63375,0.62348,0.55583
0.65582,0.75382,0.65504,0.76488,0.74752,0.3625
0.78326,0.82659,0.78018,0.7983,0.77925,0.38235
0.80707,0.78513,0.79925,0.72748,0.71233,0.50638
0.72092,0.66562,0.72378,0.59012,0.58203,0.53891
0.57134,0.51417,0.6008,0.45405,0.45233,0.42397
0.40238,0.35747,0.43412,0.31843,0.32254,0.37896
0.25506,0.24111,0.27346,0.22026,0.22795,0.4179
0.19717,0.19632,0.17512,0.18646,0.19443,0.48032
0.21793,0.22272,0.17672,0.22186,0.22712,0.49736
0.28696,0.26934,0.24053,0.25852,0.26218,0.49466
0.33273,0.30053,0.30001,0.28735,0.29092,0.43235
0.35626,0.34646,0.36606,0.3599,0.36145,0.30574
0.40447,0.43535,0.44563,0.47029,0.4675,0.39017
0.474,0.56066,0.53932,0.61399,0.60442,0.64973
0.58843,0.67164,0.65003,0.70995,0.69554,0.58462
0.67433,0.73685,0.71764,0.73492,0.719,0.26418
0.71951,0.75288,0.73364,0.71506,0.69974,0.22465
0.70687,0.68348,0.67432,0.6015,0.59184,0.62473
0.5874,0.51259,0.52905,0.42696,0.42639,0.74121
0.41022,0.33176,0.35695,0.25967,0.2678,0.24172
0.23505,0.20496,0.20828,0.13683,0.15099,0.26682
0.13149,0.16062,0.15188,0.13243,0.14582,0.60299
0.14045,0.19336,0.18652,0.23117,0.23801,0.57825
0.261,0.30603,0.32171,0.37748,0.37549,0.38908
0.41435,0.44667,0.4713,0.50831,0.49907,0.31112
0.55318,0.5737,0.5778,0.59727,0.58396,0.44448
0.63706,0.65032,0.61565,0.62692,0.61346,0.60905
0.64749,0.6596,0.61445,0.61231,0.60149,0.49385
0.61555,0.62631,0.59651,0.56049,0.5544,0.31662
0.53858,0.5587,0.53669,0.48014,0.4801,0.3984
0.44973,0.46082,0.45838,0.41082,0.41575,0.51674
0.37999,0.37305,0.39037,0.36832,0.37612,0.50073
0.35059,0.33497,0.36158,0.35435,0.36273,0.42098
0.35775,0.34422,0.37163,0.36409,0.37095,0.38355
0.39346,0.3938,0.4053,0.39606,0.39925,0.4763
0.43223,0.45208,0.45754,0.45208,0.44935,0.50362
0.4866,0.49846,0.50604,0.49862,0.48974,0.41219
0.52008,0.52737,0.52543,0.52128,0.50731,0.41108
0.50864,0.52033,0.50223,0.51162,0.49484,0.4824
0.47301,0.50583,0.46712,0.48857,0.47139,0.46956
0.45068,0.50632,0.46848,0.48787,0.47214,0.34284
0.46708,0.50743,0.50046,0.47868,0.46962,0.46497
0.47441,0.49614,0.52775,0.47422,0.47535,0.63357
0.48404,0.47968,0.53348,0.46295,0.47029,0.41403
0.48398,0.45051,0.49586,0.43257,0.44205,0.21631
0.46763,0.41835,0.42154,0.37964,0.38937,0.4448
0.42273,0.36034,0.32504,0.30619,0.31591,0.70978
0.3345,0.28745,0.27128,0.26864,0.27651,0.48906
0.29236,0.28083,0.27005,0.29122,0.29489,0.26208
0.30544,0.34662,0.31345,0.37507,0.37263,0.39574
0.3887,0.44982,0.41443,0.47211,0.46434,0.56006
0.47672,0.53953,0.51636,0.54154,0.53123,0.53999
0.53464,0.59915,0.5867,0.58784,0.57718,0.38126
0.57479,0.62469,0.63584,0.58999,0.58163,0.37327
0.55863,0.60148,0.61488,0.55091,0.54657,0.48035
0.52968,0.56583,0.57721,0.52176,0.51986,0.54104
0.50929,0.53967,0.55854,0.53133,0.5285,0.44529
0.53339,0.53873,0.56427,0.54943,0.5441,0.38941
0.54857,0.52931,0.53861,0.53111,0.5246,0.41081
0.51234,0.46974,0.4531,0.44956,0.44507,0.45395
0.41858,0.36687,0.33896,0.35194,0.35057,0.49498
0.34441,0.30273,0.27186,0.28078,0.28152,0.4857
0.30214,0.28612,0.25983,0.25459,0.25571,0.43448
0.29308,0.29375,0.27426,0.25188,0.25305,0.42429
0.3044,0.31131,0.29941,0.25734,0.25919,0.40986
0.32509,0.32954,0.33557,0.29294,0.29489,0.43592
0.37127,0.36987,0.39012,0.36182,0.36284,0.5024
0.42042,0.4203,0.45614,0.44142,0.44123,0.45119
0.46803,0.49066,0.53464,0.53208,0.52996,0.43427
0.51074,0.56917,0.60655,0.62157,0.61698,0.41712
0.56402,0.646,0.67359,0.6956,0.68845,0.3849
0.62968,0.70082,0.72147,0.73493,0.72595,0.50673
0.66857,0.71513,0.72109,0.72407,0.71484,0.60993
0.66843,0.69296,0.67851,0.67017,0.66211,0.37539
0.64012,0.63808,0.59121,0.55451,0.55021,0.14449
0.56017,0.54006,0.45862,0.40873,0.40929,0.44799
0.43288,0.4024,0.33787,0.30054,0.30376,0.84388
0.33092,0.28777,0.26596,0.25341,0.25623,0.63738
0.28648,0.23132,0.24638,0.24215,0.24337,0.10555
0.2637,0.21547,0.23476,0.22335,0.22444,0.090022
0.22686,0.21572,0.20943,0.20207,0.2043,0.6639
0.19678,0.23392,0.23753,0.23811,0.23935,0.9023
0.25603,0.30984,0.33445,0.33203,0.32979,0.55096
0.36386,0.41564,0.43927,0.43267,0.42689,0.032441
0.47693,0.53256,0.53216,0.52573,0.51708,0.051803
0.58148,0.62672,0.59603,0.59263,0.5827,0.79729
0.6374,0.64206,0.60965,0.59471,0.58696,1
0.61621,0.59279,0.58509,0.56129,0.5575,0.18664
0.56551,0.53953,0.55091,0.52002,0.5203,0.084067
0.5084,0.49116,0.51367,0.48704,0.49049,0.55812
0.47092,0.4509,0.47779,0.45186,0.45801,0.59202
0.42329,0.40895,0.42906,0.41711,0.42516,0.41134
0.36834,0.37695,0.38127,0.38873,0.3972,0.41488
0.32754,0.37381,0.37747,0.39994,0.40523,0.43349
0.35461,0.4242,0.42737,0.44955,0.44793,0.48471
0.46253,0.52104,0.51698,0.52972,0.51827,0.45749
0.57211,0.59577,0.58379,0.57198,0.55234,0.41282
0.62949,0.61002,0.58988,0.53943,0.51651,0.47109
0.58859,0.55191,0.52754,0.45888,0.43797,0.46261
0.48056,0.45314,0.42427,0.36683,0.35295,0.35084
0.35761,0.3426,0.30515,0.28034,0.27923,0.4405
0.24125,0.25664,0.22351,0.24353,0.25717,0.57653
0.22817,0.2717,0.25423,0.29591,0.31521,0.49047
0.31559,0.3466,0.36513,0.38548,0.40259,0.37119
0.42101,0.42962,0.4813,0.46704,0.47824,0.36542
0.49808,0.5046,0.56997,0.541,0.54433,0.50215
0.54946,0.56942,0.62342,0.59854,0.59401,0.53716
0.58209,0.60897,0.62913,0.62169,0.61118,0.42115
0.61137,0.62124,0.60325,0.60895,0.59514,0.3275
0.6024,0.58446,0.5355,0.54111,0.52797,0.44734
0.51951,0.49047,0.42528,0.41725,0.40884,0.61835
0.41378,0.3927,0.3311,0.30083,0.29808,0.43627
0.31334,0.29567,0.26191,0.22153,0.22373,0.29882
0.2449,0.22106,0.23232,0.17152,0.17795,0.47494
0.20682,0.1925,0.24749,0.18893,0.19679,0.62741
0.22738,0.24091,0.3065,0.27039,0.27653,0.41773
0.30115,0.36176,0.39891,0.40985,0.41101,0.16182
0.44472,0.5497,0.53684,0.59567,0.58899,0.45963
0.62939,0.73525,0.68942,0.75863,0.74463,0.84969
0.77097,0.81981,0.78443,0.81408,0.79747,0.48527
0.79144,0.77874,0.77077,0.76176,0.74748,0.12225
0.70515,0.65336,0.6547,0.62702,0.61881,0.3889
0.55284,0.4882,0.48602,0.43805,0.43826,0.60421
0.36939,0.31873,0.3174,0.25309,0.26116,0.49436
0.21256,0.19057,0.18709,0.13359,0.14595,0.4616
0.14388,0.15856,0.15819,0.13501,0.14557,0.41902
0.18913,0.23249,0.22944,0.24124,0.24507,0.40514
0.31245,0.36355,0.35469,0.38196,0.37798,0.42747
0.453,0.48269,0.47194,0.48979,0.48057,0.48838
0.54916,0.54733,0.5422,0.5355,0.525,0.52265
0.57863,0.56204,0.5702,0.54471,0.53538,0.41976
