0.46171,0.53189,0.51248,0.48775,0.51502,0.43689,0.43714,0.47843,0.43522
0.44613,0.52801,0.48795,0.49073,0.49208,0.47296,0.48422,0.46442,0.42747
0.43795,0.52531,0.45787,0.48506,0.47335,0.42524,0.42713,0.44968,0.41941
0.43499,0.52004,0.42373,0.46002,0.46248,0.48029,0.51935,0.43915,0.41279
0.41986,0.51338,0.39374,0.432,0.44411,0.4314,0.39825,0.44967,0.41825
0.3997,0.50491,0.38688,0.43495,0.42593,0.41241,0.39769,0.46658,0.42788
0.4057,0.50207,0.40257,0.46447,0.43793,0.52836,0.61686,0.4838,0.4388
0.43162,0.49918,0.44142,0.48858,0.47188,0.40937,0.36706,0.47628,0.43508
0.45062,0.49191,0.47748,0.49909,0.49614,0.4031,0.36741,0.45363,0.42166
0.45582,0.48452,0.50407,0.50574,0.5046,0.53656,0.62953,0.43456,0.40956
0.45928,0.47791,0.51046,0.50603,0.50832,0.40454,0.36738,0.44107,0.41318
0.46064,0.47234,0.48999,0.49231,0.5064,0.42069,0.3977,0.46977,0.43034
0.45361,0.46907,0.45331,0.46495,0.49159,0.51951,0.59464,0.49393,0.4452
0.43534,0.4663,0.41352,0.43114,0.46412,0.39005,0.34039,0.48191,0.43813
0.40716,0.46379,0.39117,0.40953,0.4308,0.45355,0.46169,0.43769,0.4114
0.38573,0.46517,0.3959,0.41853,0.40982,0.5035,0.56607,0.41244,0.3957
0.39099,0.46941,0.42185,0.45926,0.41924,0.37955,0.31497,0.44289,0.41424
0.4253,0.47582,0.46121,0.51211,0.4601,0.48018,0.5156,0.49677,0.44707
0.4675,0.47925,0.49836,0.54165,0.51286,0.48931,0.54337,0.50411,0.45189
0.48792,0.47839,0.51396,0.53325,0.54229,0.38334,0.31705,0.45847,0.42415
0.47613,0.47489,0.50504,0.50392,0.53377,0.47464,0.50237,0.41821,0.39954
0.44999,0.47066,0.47644,0.47019,0.50435,0.48252,0.53505,0.4324,0.40757
0.42724,0.46775,0.4369,0.43872,0.47051,0.40422,0.36048,0.47896,0.43567
0.41257,0.46591,0.39916,0.42058,0.43892,0.4567,0.46157,0.4986,0.44784
0.4074,0.46885,0.37756,0.42096,0.42069,0.47658,0.51776,0.47226,0.43278
0.41137,0.47486,0.38085,0.43033,0.42106,0.42164,0.40755,0.42928,0.40719
0.41257,0.48356,0.40418,0.44652,0.43052,0.46692,0.47764,0.41479,0.39785
0.41266,0.49504,0.44287,0.47825,0.44689,0.44495,0.45114,0.44388,0.41428
0.42639,0.50837,0.48445,0.52025,0.47872,0.43621,0.43917,0.48731,0.44028
0.46105,0.52085,0.51838,0.54496,0.52075,0.49332,0.53296,0.50883,0.45359
0.4907,0.52572,0.52609,0.53511,0.54542,0.40711,0.37341,0.48282,0.43881
0.48933,0.52544,0.50028,0.49419,0.53551,0.44853,0.45823,0.44225,0.41495
0.45253,0.52133,0.46107,0.4437,0.49458,0.50022,0.55002,0.41929,0.4017
0.4079,0.5129,0.4209,0.40568,0.44413,0.38652,0.34248,0.42278,0.4032
0.38193,0.50384,0.40081,0.40967,0.40613,0.47492,0.49635,0.44382,0.41376
0.38993,0.49422,0.40931,0.45219,0.41007,0.47205,0.50206,0.47555,0.43119
