0.99476,1,0.99842,1,0.99414,1,1,1,1
0.99882,0.99997,1,0.9989,0.99765,0.81654,0.85397,0.99423,0.99414
0.99866,0.99977,0.99935,0.9987,0.9982,0.52553,0.65355,0.99422,0.99158
1,0.99802,0.9959,0.99329,1,0.23067,0.4323,0.99397,0.98713
0.99593,0.99292,0.99251,0.98909,0.99657,0.056735,0.2468,0.98425,0.97374
0.99048,0.98965,0.99025,0.98699,0.99148,0,0.1363,0.97893,0.96351
0.98564,0.98689,0.98581,0.98142,0.98735,0.015151,0.07429,0.98179,0.95972
0.97776,0.9798,0.97886,0.97422,0.98189,0.073213,0.093699,0.97563,0.94823
0.97061,0.97307,0.97303,0.96826,0.97643,0.15285,0.19867,0.95869,0.9279
0.96617,0.97235,0.96957,0.96304,0.97131,0.24934,0.30921,0.94365,0.90775
0.96149,0.97014,0.96501,0.95634,0.96509,0.35645,0.40429,0.93729,0.89381
0.9553,0.96642,0.95923,0.95416,0.95628,0.46899,0.47523,0.93795,0.88695
0.95375,0.9648,0.95346,0.95338,0.95053,0.54522,0.50837,0.95214,0.89277
0.95292,0.96496,0.94857,0.95233,0.94541,0.52827,0.50705,0.9725,0.9043
0.95211,0.96703,0.94387,0.9536,0.9394,0.43125,0.4622,0.98486,0.91037
0.95279,0.96493,0.93678,0.94963,0.93475,0.27686,0.34142,0.96941,0.89431
0.95059,0.96097,0.92516,0.94613,0.92566,0.14236,0.23318,0.94959,0.87446
0.94716,0.95599,0.91193,0.94138,0.91713,0.063733,0.17131,0.94232,0.86504
0.94425,0.95084,0.90017,0.9383,0.90768,0.073763,0.17707,0.93768,0.85983
0.94235,0.94749,0.88934,0.93687,0.89947,0.14612,0.22924,0.94015,0.86091
0.94045,0.94473,0.87728,0.93782,0.89224,0.25299,0.3167,0.95732,0.87295
0.94132,0.94119,0.86437,0.93785,0.88648,0.36073,0.41522,0.96565,0.87737
0.94068,0.93879,0.85339,0.93973,0.87922,0.46806,0.56115,0.9424,0.85847
0.94273,0.9409,0.84543,0.94136,0.87266,0.56436,0.67124,0.9152,0.83585
0.94461,0.94404,0.83825,0.9441,0.86538,0.64241,0.72953,0.88854,0.81274
0.94687,0.94582,0.83059,0.94686,0.85913,0.65379,0.71998,0.86108,0.78974
0.94961,0.94586,0.82125,0.94856,0.85348,0.60101,0.66266,0.83903,0.77172
0.95237,0.94539,0.81019,0.94736,0.84759,0.48453,0.5648,0.82889,0.76185
0.94968,0.94342,0.80007,0.9466,0.83984,0.34114,0.45671,0.81349,0.74673
0.94765,0.9388,0.79006,0.93905,0.8332,0.18485,0.31659,0.78356,0.71933
0.93878,0.93136,0.77777,0.9301,0.82191,0.1057,0.23095,0.74524,0.68433
0.93072,0.92599,0.76486,0.92312,0.8099,0.11656,0.20876,0.71095,0.65197
0.92358,0.92059,0.75352,0.91718,0.79915,0.1859,0.24047,0.67682,0.61993
