0.58445,0.54642,0.59525,0.52233,0.58392,0.56273,0.55885,0.15942,0.14507
0.58521,0.5472,0.5964,0.52361,0.58482,0.57244,0.56942,0.16103,0.14672
0.58654,0.54805,0.59814,0.52598,0.58637,0.58706,0.58506,0.16441,0.15016
0.58838,0.54856,0.60024,0.52902,0.58837,0.60071,0.59935,0.16566,0.15198
0.5901,0.54897,0.60225,0.53237,0.5902,0.61097,0.61005,0.16511,0.15228
0.59194,0.54884,0.60412,0.53549,0.59213,0.60967,0.60839,0.16228,0.15058
0.59323,0.54882,0.60632,0.53874,0.59358,0.60324,0.60087,0.16025,0.14944
0.59438,0.5496,0.60844,0.5419,0.59485,0.58906,0.58518,0.16185,0.15113
0.5954,0.54974,0.60921,0.54421,0.59603,0.56295,0.55676,0.16336,0.1526
0.59555,0.54728,0.60877,0.54522,0.59653,0.52685,0.51726,0.15635,0.14674
0.59461,0.54559,0.60817,0.54575,0.59573,0.49764,0.48507,0.14486,0.13705
0.59358,0.54378,0.60706,0.54518,0.59464,0.4665,0.45114,0.12933,0.12388
0.59145,0.54134,0.60471,0.54399,0.59215,0.44808,0.43159,0.11799,0.11405
0.58832,0.53873,0.6015,0.54265,0.58881,0.44043,0.4239,0.11237,0.10883
0.58478,0.53618,0.59839,0.54179,0.58524,0.44388,0.42704,0.10809,0.10465
0.58166,0.53469,0.59551,0.54122,0.58201,0.45769,0.4419,0.10437,0.10094
0.57873,0.53367,0.59255,0.54112,0.57889,0.48137,0.46855,0.10488,0.10095
0.57602,0.53179,0.58946,0.54134,0.57656,0.49913,0.48874,0.11101,0.10597
0.57351,0.5314,0.58689,0.54269,0.57359,0.52144,0.51304,0.12013,0.11387
0.57196,0.53165,0.58537,0.54488,0.57146,0.54691,0.54004,0.12824,0.12131
0.57156,0.53149,0.58449,0.54654,0.57048,0.56665,0.56143,0.13937,0.13155
0.57039,0.53022,0.58354,0.54865,0.56935,0.58657,0.58338,0.15628,0.14678
