0.17566,0.1511,0.10099,0.19955,0.23639,0.31518,0.35665,0.16495,0.18978
0.31482,0.35877,0.27501,0.40485,0.37002,1,1,1,1
0.56153,0.5548,0.54291,0.60674,0.59359,0,0,0,0
0.77077,0.73719,0.77358,0.75623,0.73391,0.82477,0.95723,0.47772,0.51437
0.87413,0.84711,0.86468,0.8091,0.79075,0.48723,0.3418,0.70349,0.71939
0.8216,0.83725,0.81083,0.77691,0.76565,0.33164,0.52097,0.082769,0.065071
0.68954,0.75173,0.68865,0.68206,0.69355,0.75875,0.68522,0.62702,0.65021
0.5383,0.57557,0.53038,0.55292,0.59929,0.33233,0.36326,0.45489,0.47231
0.41254,0.40183,0.39834,0.45907,0.49766,0.57295,0.66704,0.2401,0.2519
0.37445,0.31939,0.34309,0.42914,0.43996,0.55879,0.47471,0.62307,0.63504
0.42473,0.34252,0.37015,0.44001,0.43947,0.41927,0.54987,0.355,0.35855
0.49079,0.41012,0.42631,0.45387,0.46614,0.59882,0.54608,0.34032,0.3571
0.52109,0.47759,0.45652,0.47547,0.48215,0.48779,0.55392,0.61503,0.62474
0.51959,0.54242,0.46559,0.52067,0.49705,0.45498,0.46098,0.24243,0.25936
0.51324,0.60378,0.4885,0.58826,0.53221,0.6347,0.67256,0.50393,0.50943
0.53863,0.6342,0.54647,0.62461,0.59134,0.38839,0.38924,0.52108,0.53073
0.57457,0.63197,0.60574,0.63423,0.6232,0.60828,0.66437,0.22915,0.26033
0.60551,0.59786,0.62769,0.62211,0.63234,0.46058,0.46137,0.58882,0.58221
0.63115,0.57086,0.62535,0.60587,0.6218,0.51735,0.53673,0.42368,0.44168
0.63564,0.55129,0.59835,0.58025,0.60744,0.55851,0.62253,0.25324,0.28722
0.60433,0.52887,0.52901,0.52645,0.58272,0.43231,0.39528,0.66547,0.64472
0.52485,0.48457,0.43178,0.46243,0.52903,0.61886,0.70296,0.2816,0.30672
0.43178,0.4388,0.35168,0.42842,0.46443,0.38726,0.37534,0.42857,0.43106
0.38048,0.42993,0.35826,0.4621,0.42963,0.62083,0.64747,0.54616,0.55568
0.41313,0.43476,0.43971,0.52037,0.46234,0.49619,0.54193,0.2967,0.32473
0.48859,0.45632,0.52129,0.56552,0.52011,0.40753,0.41153,0.48059,0.47115
0.56312,0.53636,0.57663,0.61292,0.56506,0.7139,0.74252,0.47076,0.49691
0.6366,0.66008,0.61463,0.66127,0.6122,0.30715,0.32938,0.34001,0.3581
0.67442,0.74085,0.63307,0.68659,0.65977,0.62028,0.6753,0.47142,0.46575
0.67648,0.70444,0.61104,0.59562,0.68453,0.57019,0.52126,0.4893,0.51693
0.57448,0.54286,0.48962,0.44417,0.59421,0.342,0.45924,0.35942,0.37207
0.45356,0.39882,0.38413,0.38215,0.44467,0.66574,0.62124,0.41804,0.42797
0.39767,0.35225,0.36032,0.42249,0.3843,0.4873,0.52455,0.51608,0.52093
0.40924,0.39301,0.42216,0.50739,0.42569,0.41283,0.47724,0.35749,0.37384
0.49198,0.51785,0.54379,0.64314,0.51071,0.67996,0.64258,0.40052,0.4353
0.61759,0.67984,0.6833,0.78686,0.64545,0.36493,0.43814,0.51563,0.50492
0.7343,0.77642,0.76584,0.83666,0.78703,0.56825,0.57817,0.37105,0.36812
0.76012,0.73853,0.71173,0.70571,0.83505,0.58453,0.58423,0.44527,0.47465
0.65128,0.57173,0.52216,0.45718,0.70381,0.36207,0.43763,0.44485,0.45623
0.46603,0.37426,0.31506,0.25234,0.45659,0.65219,0.62609,0.37089,0.3775
0.3025,0.23798,0.18952,0.19012,0.25321,0.45867,0.50213,0.53602,0.54194
0.25734,0.268,0.23578,0.31918,0.19175,0.45723,0.50568,0.30029,0.33043
0.36974,0.47817,0.43129,0.57716,0.32028,0.64378,0.61822,0.48019,0.48604
0.57167,0.70192,0.65218,0.79379,0.5773,0.40708,0.47624,0.49913,0.50064
0.73648,0.80289,0.78397,0.86212,0.79378,0.53848,0.53546,0.31953,0.34643
0.79895,0.76658,0.78986,0.79955,0.86348,0.57794,0.61965,0.49762,0.51244
0.7566,0.65393,0.70194,0.65642,0.8027,0.38812,0.39653,0.42052,0.42189
0.63493,0.51864,0.56896,0.5099,0.66082,0.65717,0.6964,0.38792,0.39404
0.4995,0.41406,0.42921,0.40813,0.51398,0.39428,0.40478,0.50113,0.51859
0.40933,0.39718,0.34724,0.39034,0.41057,0.56475,0.60555,0.34397,0.37152
0.38786,0.44379,0.33758,0.41631,0.39031,0.54811,0.55029,0.48365,0.48252
0.39816,0.46315,0.36479,0.45988,0.41441,0.40934,0.45644,0.43732,0.44
0.44676,0.49211,0.43274,0.53199,0.45719,0.62901,0.64217,0.38717,0.40767
0.53237,0.55522,0.53356,0.60526,0.52964,0.44444,0.46184,0.45055,0.46313
0.60869,0.60975,0.61814,0.63983,0.60394,0.51578,0.56163,0.43018,0.44048
0.63735,0.60568,0.63178,0.61958,0.64023,0.57637,0.57127,0.44001,0.45182
0.6177,0.56256,0.58953,0.57246,0.62181,0.42359,0.47656,0.39088,0.40973
0.57304,0.52049,0.54235,0.5428,0.57617,0.5815,0.58525,0.46602,0.47176
0.53653,0.51285,0.51139,0.54294,0.54682,0.49992,0.53201,0.43114,0.44192
0.52294,0.53925,0.49449,0.57052,0.5462,0.46572,0.49428,0.36965,0.39143
0.53402,0.57472,0.49431,0.60466,0.57211,0.6037,0.61852,0.50686,0.50925
0.56311,0.58601,0.52003,0.59751,0.60456,0.42224,0.45269,0.39182,0.40596
0.56859,0.56167,0.52731,0.54959,0.59636,0.56288,0.58831,0.40942,0.42384
0.53974,0.5124,0.50837,0.49248,0.54846,0.52338,0.54092,0.476,0.48208
0.50001,0.468,0.47998,0.46131,0.49193,0.45106,0.48353,0.39146,0.40714
0.47739,0.45418,0.4626,0.47019,0.46161,0.59865,0.61896,0.42795,0.44298
0.47909,0.476,0.46306,0.50863,0.47109,0.44553,0.46373,0.45629,0.46477
0.50661,0.5299,0.49498,0.57442,0.50998,0.53945,0.58085,0.39111,0.40483
0.56156,0.58956,0.54482,0.63272,0.57581,0.53743,0.53915,0.46118,0.47048
0.61144,0.62034,0.58537,0.64956,0.63412,0.45765,0.50134,0.41371,0.42814
0.62204,0.61133,0.59286,0.63058,0.6509,0.57193,0.58707,0.42016,0.43379
0.60476,0.5837,0.57868,0.59181,0.63193,0.48386,0.50384,0.45121,0.46054
